Dimension;Value;Procedure;Measure;Pre-Op Q Mean;Pre-Op Q 5%;Pre-Op Q 1st Quartile;Pre-Op Q Median;Pre-Op Q 3rd Quartile;Pre-Op Q 95%;Post-Op Q Mean;Post-Op Q 5%;Post-Op Q 1st Quartile;Post-Op Q Median;Post-Op Q 3rd Quartile;Post-Op Q 95%;Heath Gain Mean;Heath Gain 5%;Heath Gain 1st Quartile;Heath Gain Median;Heath Gain 3rd Quartile;Heath Gain 95%;Improved;Unchanged;Worsened;Total;Year
Age and Gender;9 - 90 to 120;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2018-19
Age and Gender;9 - 90 to 120;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2018-19
Age and Gender;9 - 90 to 120;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2018-19
Age and Gender;9 - 90 to 120;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2018-19
Age and Gender;9 - 90 to 120;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2018-19
Disability;1;Hip Replacement;EQ VAS;57.43;20.0;40.0;60.0;75.0;90.0;72.936;35.0;60.0;78.0;90.0;98.0;15.506;-25.0;0.0;13.0;30.0;60.0;11919.0;1308.0;3803.0;17030.0;2018-19
Disability;1;Hip Replacement;EQ-5D Index;0.235;-0.181;-0.016;0.088;0.587;0.691;0.738;0.088;0.62;0.779;1.0;1.0;0.502;-0.013;0.228;0.532;0.793;1.016;15851.0;913.0;900.0;17664.0;2018-19
Disability;1;Hip Replacement;Oxford Hip Score;14.69;4.0;9.0;14.0;19.0;28.0;37.758;19.0;33.0;40.0;45.0;48.0;23.067;4.0;17.0;24.0;31.0;38.0;18825.0;99.0;443.0;19367.0;2018-19
Disability;1;Knee Replacement;EQ VAS;62.046;25.0;50.0;65.0;80.0;90.0;70.217;30.0;60.0;75.0;85.0;95.0;8.172;-30.0;-5.0;6.0;20.0;50.0;10564.0;1832.0;5357.0;17753.0;2018-19
Disability;1;Knee Replacement;EQ-5D Index;0.31;-0.077;0.055;0.159;0.62;0.691;0.686;0.055;0.587;0.708;0.85;1.0;0.376;-0.104;0.104;0.38;0.637;0.912;15113.0;1690.0;1565.0;18368.0;2018-19
Disability;1;Knee Replacement;Oxford Knee Score;16.085;6.0;11.0;16.0;21.0;28.0;33.993;15.0;28.0;36.0;42.0;47.0;17.908;0.0;11.0;18.0;25.0;34.0;18798.0;187.0;870.0;19855.0;2018-19
Disability;2;Hip Replacement;EQ VAS;69.657;30.0;60.0;75.0;85.0;95.0;82.211;50.0;75.0;85.0;90.0;100.0;12.554;-16.0;0.0;10.0;24.0;50.0;11188.0;1562.0;3408.0;16158.0;2018-19
Disability;2;Hip Replacement;EQ-5D Index;0.455;-0.016;0.159;0.587;0.691;0.796;0.865;0.587;0.76;1.0;1.0;1.0;0.41;0.0;0.204;0.309;0.639;0.945;15042.0;802.0;783.0;16627.0;2018-19
Disability;2;Hip Replacement;Oxford Hip Score;20.63;8.0;15.0;20.0;26.0;35.0;42.142;27.0;40.0;44.0;47.0;48.0;21.511;4.0;15.0;22.0;29.0;36.0;17266.0;89.0;403.0;17758.0;2018-19
Disability;2;Knee Replacement;EQ VAS;73.158;40.0;63.0;77.0;85.0;95.0;80.15;50.0;75.0;81.0;90.0;99.0;6.992;-20.0;-3.0;5.0;15.0;40.0;11683.0;2573.0;5463.0;19719.0;2018-19
Disability;2;Knee Replacement;EQ-5D Index;0.514;0.03;0.159;0.691;0.691;0.796;0.814;0.516;0.691;0.796;1.0;1.0;0.3;-0.071;0.069;0.273;0.532;0.841;16846.0;1831.0;1647.0;20324.0;2018-19
Disability;2;Knee Replacement;Oxford Knee Score;21.842;10.0;17.0;22.0;27.0;34.0;38.468;22.0;34.0;41.0;45.0;48.0;16.625;0.0;11.0;17.0;23.0;32.0;20299.0;190.0;937.0;21426.0;2018-19
Disability;9;Hip Replacement;EQ VAS;66.138;25.0;50.0;70.0;80.0;95.0;79.299;50.0;70.0;80.0;90.0;100.0;13.161;-20.0;0.0;10.0;25.0;55.0;1220.0;196.0;362.0;1778.0;2018-19
Disability;9;Hip Replacement;EQ-5D Index;0.39;-0.074;0.055;0.516;0.691;0.76;0.822;0.516;0.691;0.85;1.0;1.0;0.432;-0.033;0.192;0.38;0.714;1.003;1772.0;103.0;103.0;1978.0;2018-19
Disability;9;Hip Replacement;Oxford Hip Score;19.219;6.0;13.0;19.0;25.0;34.0;40.422;23.0;37.0;43.0;47.0;48.0;21.203;3.0;15.0;22.0;29.0;37.0;2092.0;11.0;68.0;2171.0;2018-19
Disability;9;Knee Replacement;EQ VAS;67.7;30.0;50.0;70.0;85.0;95.0;74.722;40.0;65.0;80.0;90.0;96.0;7.022;-27.0;-5.0;5.0;20.0;45.0;732.0;158.0;397.0;1287.0;2018-19
Disability;9;Knee Replacement;EQ-5D Index;0.393;-0.074;0.088;0.516;0.691;0.76;0.738;0.088;0.62;0.76;1.0;1.0;0.345;-0.104;0.071;0.309;0.632;0.899;1214.0;137.0;131.0;1482.0;2018-19
Disability;9;Knee Replacement;Oxford Knee Score;18.469;7.0;13.0;18.0;23.0;32.0;35.415;15.0;30.0;37.5;43.0;47.0;16.946;-1.0;10.0;18.0;24.0;33.0;1594.0;8.0;90.0;1692.0;2018-19
Ethnicity;99;Hip Replacement;EQ VAS;65.531;25.0;50.0;70.0;80.0;95.0;80.642;50.0;75.0;85.0;90.0;100.0;15.111;-20.0;0.0;10.0;30.0;59.2;1089.0;148.0;292.0;1529.0;2018-19
Ethnicity;99;Hip Replacement;EQ-5D Index;0.379;-0.074;0.055;0.516;0.691;0.76;0.836;0.516;0.727;0.883;1.0;1.0;0.457;0.0;0.222;0.413;0.74;1.016;1442.0;61.0;63.0;1566.0;2018-19
Ethnicity;99;Hip Replacement;Oxford Hip Score;18.45;6.0;12.0;18.0;24.0;33.0;41.162;24.0;38.0;44.0;47.0;48.0;22.712;5.0;17.0;23.0;30.0;38.0;1640.0;11.0;36.0;1687.0;2018-19
Ethnicity;99;Knee Replacement;EQ VAS;71.155;30.0;60.0;75.0;85.0;95.0;77.454;40.0;70.0;80.0;90.0;98.0;6.298;-25.0;-5.0;5.0;15.0;40.0;756.0;176.0;393.0;1325.0;2018-19
Ethnicity;99;Knee Replacement;EQ-5D Index;0.439;-0.074;0.159;0.62;0.691;0.76;0.767;0.189;0.691;0.796;1.0;1.0;0.327;-0.102;0.088;0.309;0.601;0.864;1131.0;119.0;107.0;1357.0;2018-19
Ethnicity;99;Knee Replacement;Oxford Knee Score;19.631;7.0;14.0;19.0;25.0;33.0;37.049;20.0;32.0;39.0;44.0;47.0;17.419;1.0;11.0;18.0;24.0;33.0;1391.0;12.0;52.0;1455.0;2018-19
Ethnicity;A;Hip Replacement;EQ VAS;63.382;20.0;50.0;70.0;80.0;95.0;77.16;40.0;70.0;80.0;90.0;99.0;13.778;-20.0;0.0;10.0;28.0;57.0;19598.0;2467.0;6253.0;28318.0;2018-19
Ethnicity;A;Hip Replacement;EQ-5D Index;0.339;-0.074;0.055;0.364;0.62;0.76;0.795;0.204;0.691;0.815;1.0;1.0;0.456;-0.002;0.204;0.413;0.741;1.016;26365.0;1533.0;1477.0;29375.0;2018-19
Ethnicity;A;Hip Replacement;Oxford Hip Score;17.449;5.0;11.0;17.0;23.0;32.0;39.703;21.0;36.0;43.0;46.0;48.0;22.254;4.0;16.0;23.0;30.0;37.0;30858.0;161.0;765.0;31784.0;2018-19
Ethnicity;A;Knee Replacement;EQ VAS;67.909;30.0;52.0;70.0;80.0;95.0;75.364;40.0;68.0;80.0;90.0;97.0;7.455;-25.0;-5.0;5.0;20.0;45.0;18188.0;3594.0;8966.0;30748.0;2018-19
Ethnicity;A;Knee Replacement;EQ-5D Index;0.415;-0.074;0.088;0.587;0.691;0.76;0.752;0.159;0.691;0.796;1.0;1.0;0.337;-0.104;0.071;0.309;0.603;0.899;26257.0;2886.0;2644.0;31787.0;2018-19
Ethnicity;A;Knee Replacement;Oxford Knee Score;19.025;7.0;13.0;19.0;24.0;32.0;36.338;18.0;31.0;39.0;44.0;47.0;17.313;0.0;11.0;18.0;24.0;33.0;32218.0;301.0;1458.0;33977.0;2018-19
Ethnicity;B;Hip Replacement;EQ VAS;62.394;20.75;50.0;69.0;80.0;92.75;73.579;40.0;64.75;79.0;90.0;95.0;11.185;-27.75;-1.0;10.0;25.5;55.0;138.0;22.0;56.0;216.0;2018-19
Ethnicity;B;Hip Replacement;EQ-5D Index;0.345;-0.075;0.03;0.516;0.691;0.76;0.779;0.246;0.691;0.796;1.0;1.0;0.434;-0.068;0.173;0.413;0.708;1.0;186.0;17.0;14.0;217.0;2018-19
Ethnicity;B;Hip Replacement;Oxford Hip Score;17.866;5.0;12.0;16.0;23.0;34.0;37.776;18.0;32.0;40.0;46.0;48.0;19.909;2.65;12.0;20.0;28.0;36.0;246.0;0.0;8.0;254.0;2018-19
Ethnicity;B;Knee Replacement;EQ VAS;69.146;30.0;55.0;70.0;84.0;95.0;73.606;30.0;65.0;80.0;90.0;98.0;4.46;-34.4;-5.0;5.0;15.0;40.0;117.0;25.0;71.0;213.0;2018-19
Ethnicity;B;Knee Replacement;EQ-5D Index;0.435;-0.016;0.159;0.587;0.691;0.76;0.75;0.2;0.691;0.76;1.0;1.0;0.314;-0.109;0.071;0.309;0.601;0.841;186.0;13.0;25.0;224.0;2018-19
Ethnicity;B;Knee Replacement;Oxford Knee Score;19.352;7.0;14.0;19.0;24.0;33.0;35.585;16.0;32.0;38.0;43.0;47.0;16.233;-1.0;9.0;17.0;24.0;31.4;234.0;3.0;16.0;253.0;2018-19
Ethnicity;C;Hip Replacement;EQ VAS;63.054;20.0;50.0;66.0;80.0;95.0;75.68;40.0;69.0;80.0;90.0;100.0;12.626;-20.0;-1.0;10.0;25.0;50.0;397.0;61.0;154.0;612.0;2018-19
Ethnicity;C;Hip Replacement;EQ-5D Index;0.356;-0.181;0.055;0.516;0.691;0.76;0.787;0.293;0.691;0.812;1.0;1.0;0.431;-0.033;0.176;0.367;0.694;1.016;565.0;27.0;33.0;625.0;2018-19
Ethnicity;C;Hip Replacement;Oxford Hip Score;18.349;5.0;12.0;18.0;24.0;33.0;38.991;20.0;34.0;42.0;46.0;48.0;20.642;2.0;14.0;22.0;28.0;36.0;672.0;3.0;18.0;693.0;2018-19
Ethnicity;C;Knee Replacement;EQ VAS;66.453;25.2;50.0;70.0;80.0;95.0;73.835;38.0;65.0;79.0;90.0;97.0;7.383;-30.0;-5.0;5.0;20.0;42.7;379.0;64.0;200.0;643.0;2018-19
Ethnicity;C;Knee Replacement;EQ-5D Index;0.403;-0.077;0.088;0.587;0.691;0.76;0.739;0.159;0.62;0.779;1.0;1.0;0.336;-0.071;0.071;0.309;0.597;0.871;559.0;60.0;48.0;667.0;2018-19
Ethnicity;C;Knee Replacement;Oxford Knee Score;18.879;6.0;13.0;19.0;25.0;32.85;35.571;17.0;30.0;37.0;43.0;47.0;16.692;0.0;10.0;17.0;23.0;32.0;662.0;8.0;34.0;704.0;2018-19
Ethnicity;D;Hip Replacement;EQ VAS;54.444;18.5;26.25;50.0;83.75;91.5;75.0;50.0;65.0;77.5;90.0;95.45;20.556;-10.75;1.25;11.5;40.0;55.0;13.0;3.0;2.0;18.0;2018-19
Ethnicity;D;Hip Replacement;EQ-5D Index;0.417;-0.09;0.055;0.62;0.691;0.701;0.797;0.494;0.691;0.796;1.0;1.0;0.38;0.102;0.257;0.311;0.532;0.654;19.0;0.0;0.0;19.0;2018-19
Ethnicity;D;Hip Replacement;Oxford Hip Score;18.944;5.4;14.25;19.5;25.5;27.3;37.556;18.1;33.0;43.0;46.0;48.0;18.611;6.2;12.5;19.5;25.5;29.9;17.0;0.0;1.0;18.0;2018-19
Ethnicity;D;Knee Replacement;EQ VAS;56.333;15.5;40.0;65.0;70.0;84.5;74.933;38.5;72.5;80.0;85.0;94.3;18.6;-16.0;0.0;15.0;29.5;66.0;10.0;3.0;2.0;15.0;2018-19
Ethnicity;D;Knee Replacement;EQ-5D Index;0.291;-0.09;0.019;0.159;0.655;0.691;0.567;0.082;0.516;0.62;0.709;1.0;0.276;-0.107;0.0;0.309;0.532;0.644;13.0;4.0;2.0;19.0;2018-19
Ethnicity;D;Knee Replacement;Oxford Knee Score;15.619;6.0;11.0;14.0;23.0;26.0;29.667;11.0;24.0;30.0;39.0;44.0;14.048;0.0;6.0;15.0;19.0;33.0;18.0;2.0;1.0;21.0;2018-19
Ethnicity;E;Hip Replacement;EQ VAS;45.8;14.0;30.0;36.0;70.0;80.4;70.0;50.0;50.0;75.0;80.0;92.0;24.2;10.4;12.0;20.0;39.0;39.8;5.0;0.0;0.0;5.0;2018-19
Ethnicity;E;Hip Replacement;EQ-5D Index;0.116;-0.16;-0.074;-0.016;0.159;0.585;0.732;0.276;0.623;0.848;1.0;1.0;0.616;0.321;0.37;0.639;0.689;0.997;5.0;0.0;0.0;5.0;2018-19
Ethnicity;E;Hip Replacement;Oxford Hip Score;11.286;3.2;6.5;7.0;14.5;25.9;39.143;25.5;36.5;40.0;46.0;47.7;27.857;15.5;19.5;30.0;35.5;39.8;7.0;0.0;0.0;7.0;2018-19
Ethnicity;E;Knee Replacement;EQ VAS;65.706;29.0;55.0;70.0;75.0;91.6;76.176;46.0;70.0;75.0;85.0;100.0;10.471;-13.0;0.0;5.0;17.0;43.0;12.0;2.0;3.0;17.0;2018-19
Ethnicity;E;Knee Replacement;EQ-5D Index;0.425;-0.028;0.101;0.587;0.691;0.753;0.713;0.429;0.587;0.796;0.796;1.0;0.288;-0.089;0.105;0.194;0.59;0.749;14.0;2.0;1.0;17.0;2018-19
Ethnicity;E;Knee Replacement;Oxford Knee Score;16.316;9.0;11.0;15.0;21.0;25.9;33.368;18.3;28.5;34.0;41.5;44.3;17.053;5.7;9.5;18.0;22.0;32.3;19.0;0.0;0.0;19.0;2018-19
Ethnicity;F;Hip Replacement;EQ VAS;59.429;31.25;41.25;55.0;77.5;91.75;73.643;53.9;70.0;73.0;79.75;94.8;14.214;-19.2;5.25;15.0;27.5;43.1;11.0;0.0;3.0;14.0;2018-19
Ethnicity;F;Hip Replacement;EQ-5D Index;0.361;-0.033;0.026;0.516;0.656;0.722;0.733;0.418;0.621;0.76;0.848;1.0;0.373;-0.104;0.095;0.309;0.68;0.856;12.0;0.0;3.0;15.0;2018-19
Ethnicity;F;Hip Replacement;Oxford Hip Score;15.889;7.7;12.0;15.0;18.75;28.5;37.278;15.55;31.75;41.0;46.5;48.0;21.389;-5.0;12.0;27.0;29.0;35.9;16.0;0.0;2.0;18.0;2018-19
Ethnicity;F;Knee Replacement;EQ VAS;67.364;30.5;52.5;70.0;80.0;94.75;68.045;24.05;45.0;77.5;90.0;98.8;0.682;-39.0;-12.5;4.0;13.75;24.75;12.0;2.0;8.0;22.0;2018-19
Ethnicity;F;Knee Replacement;EQ-5D Index;0.426;-0.016;0.088;0.587;0.691;0.691;0.656;0.037;0.587;0.725;0.796;1.0;0.23;-0.253;0.0;0.192;0.532;0.769;18.0;3.0;4.0;25.0;2018-19
Ethnicity;F;Knee Replacement;Oxford Knee Score;17.593;6.6;12.5;16.0;23.0;31.1;30.667;7.0;20.5;36.0;42.0;46.1;13.074;-10.3;6.5;12.0;23.0;32.7;23.0;0.0;4.0;27.0;2018-19
Ethnicity;G;Hip Replacement;EQ VAS;59.737;24.0;50.0;65.0;75.0;80.7;76.842;54.5;70.0;80.0;87.0;94.3;17.105;-11.1;1.0;14.0;24.0;61.9;14.0;0.0;5.0;19.0;2018-19
Ethnicity;G;Hip Replacement;EQ-5D Index;0.351;-0.074;-0.003;0.44;0.638;0.694;0.753;0.079;0.673;0.805;1.0;1.0;0.403;-0.123;0.103;0.345;0.731;0.895;17.0;1.0;2.0;20.0;2018-19
Ethnicity;G;Hip Replacement;Oxford Hip Score;17.429;6.0;11.0;18.0;24.0;29.0;36.476;14.0;36.0;39.0;46.0;48.0;19.048;4.0;12.0;19.0;29.0;34.0;20.0;0.0;1.0;21.0;2018-19
Ethnicity;G;Knee Replacement;EQ VAS;58.609;3.5;47.5;60.0;73.5;94.8;68.043;45.5;59.0;65.0;80.0;91.8;9.435;-18.6;-7.5;10.0;20.0;43.5;13.0;2.0;8.0;23.0;2018-19
Ethnicity;G;Knee Replacement;EQ-5D Index;0.348;-0.105;-0.016;0.516;0.689;0.76;0.589;0.004;0.516;0.656;0.796;1.0;0.241;-0.29;0.0;0.195;0.484;0.706;16.0;6.0;3.0;25.0;2018-19
Ethnicity;G;Knee Replacement;Oxford Knee Score;17.37;5.9;10.5;15.0;21.5;33.8;30.259;12.3;24.5;32.0;38.0;46.4;12.889;0.0;3.0;10.0;20.0;31.7;24.0;2.0;1.0;27.0;2018-19
Ethnicity;H;Hip Replacement;EQ VAS;53.557;12.25;32.0;52.5;70.0;95.5;72.243;44.5;60.0;75.0;85.75;94.55;18.686;-15.5;0.0;10.0;38.75;65.0;50.0;8.0;12.0;70.0;2018-19
Ethnicity;H;Hip Replacement;EQ-5D Index;0.247;-0.181;-0.016;0.067;0.587;0.739;0.693;0.171;0.587;0.727;0.814;1.0;0.445;-0.014;0.105;0.526;0.742;0.945;63.0;6.0;5.0;74.0;2018-19
Ethnicity;H;Hip Replacement;Oxford Hip Score;15.947;4.0;8.0;14.0;22.0;31.5;35.289;16.5;28.75;38.0;44.0;48.0;19.342;1.75;13.0;19.5;27.25;36.25;73.0;1.0;2.0;76.0;2018-19
Ethnicity;H;Knee Replacement;EQ VAS;59.294;20.0;50.0;60.0;75.0;90.0;66.468;30.0;51.0;70.0;80.0;90.0;7.174;-30.0;-6.0;6.0;20.0;50.0;298.0;60.0;159.0;517.0;2018-19
Ethnicity;H;Knee Replacement;EQ-5D Index;0.331;-0.131;-0.003;0.364;0.691;0.727;0.644;-0.016;0.587;0.691;0.796;1.0;0.313;-0.202;0.033;0.309;0.603;0.894;443.0;59.0;87.0;589.0;2018-19
Ethnicity;H;Knee Replacement;Oxford Knee Score;16.035;5.0;10.0;15.0;21.0;31.0;30.014;12.0;24.0;30.0;37.0;45.0;13.979;-3.0;7.0;14.0;21.0;31.0;563.0;9.0;55.0;627.0;2018-19
Ethnicity;J;Hip Replacement;EQ VAS;44.154;4.75;30.0;35.0;63.75;95.0;64.038;22.5;43.25;62.5;90.0;95.0;19.885;-13.75;0.0;10.5;35.25;75.0;18.0;2.0;6.0;26.0;2018-19
Ethnicity;J;Hip Replacement;EQ-5D Index;0.04;-0.437;-0.101;-0.074;0.184;0.62;0.458;-0.146;0.068;0.516;0.714;1.0;0.418;-0.223;0.156;0.403;0.721;1.048;22.0;0.0;6.0;28.0;2018-19
Ethnicity;J;Hip Replacement;Oxford Hip Score;11.69;4.4;6.0;9.0;16.0;28.4;29.345;9.2;22.0;28.0;38.0;46.6;17.655;-0.2;11.0;17.0;22.0;36.8;27.0;0.0;2.0;29.0;2018-19
Ethnicity;J;Knee Replacement;EQ VAS;50.836;15.0;40.0;50.0;68.0;83.0;60.459;25.0;50.0;60.0;75.0;90.0;9.623;-30.0;-5.0;10.0;30.0;50.0;88.0;18.0;40.0;146.0;2018-19
Ethnicity;J;Knee Replacement;EQ-5D Index;0.191;-0.321;-0.016;0.088;0.587;0.691;0.605;-0.016;0.516;0.63;0.76;1.0;0.413;-0.206;0.066;0.492;0.707;0.994;132.0;17.0;19.0;168.0;2018-19
Ethnicity;J;Knee Replacement;Oxford Knee Score;13.469;4.0;8.0;12.0;18.0;27.2;28.52;9.8;21.0;30.0;37.0;45.2;15.051;-4.0;8.0;15.0;23.0;32.0;160.0;0.0;17.0;177.0;2018-19
Ethnicity;K;Hip Replacement;EQ VAS;51.0;31.5;37.5;47.5;61.0;75.4;85.0;80.75;83.75;85.0;86.25;89.25;34.0;10.35;27.75;37.5;43.75;52.75;4.0;0.0;0.0;4.0;2018-19
Ethnicity;K;Hip Replacement;EQ-5D Index;0.065;-0.013;-0.003;-0.003;0.159;0.183;0.847;0.726;0.796;0.848;0.883;0.977;0.782;0.672;0.724;0.799;0.841;0.877;5.0;0.0;0.0;5.0;2018-19
Ethnicity;K;Hip Replacement;Oxford Hip Score;15.6;9.2;14.0;16.0;17.0;21.8;43.0;34.4;40.0;47.0;47.0;47.8;27.4;18.6;25.0;30.0;32.0;32.8;5.0;0.0;0.0;5.0;2018-19
Ethnicity;K;Knee Replacement;EQ VAS;53.429;32.55;41.25;50.0;60.0;80.0;64.857;50.0;50.0;64.0;70.0;91.75;11.429;-3.5;8.5;10.0;15.0;26.55;12.0;1.0;1.0;14.0;2018-19
Ethnicity;K;Knee Replacement;EQ-5D Index;0.018;-0.403;-0.181;0.03;0.088;0.586;0.545;0.041;0.516;0.62;0.691;0.774;0.526;0.065;0.461;0.565;0.705;0.827;13.0;0.0;0.0;13.0;2018-19
Ethnicity;K;Knee Replacement;Oxford Knee Score;13.588;3.8;10.0;15.0;17.0;22.6;26.765;12.2;22.0;24.0;35.0;39.8;13.176;2.6;7.0;11.0;20.0;26.6;17.0;0.0;0.0;17.0;2018-19
Ethnicity;L;Hip Replacement;EQ VAS;55.583;25.75;43.75;60.0;70.0;74.25;72.458;40.0;61.25;80.0;90.0;95.1;16.875;-17.0;5.0;12.5;27.75;53.4;19.0;3.0;2.0;24.0;2018-19
Ethnicity;L;Hip Replacement;EQ-5D Index;0.316;-0.134;0.055;0.364;0.587;0.739;0.713;0.189;0.552;0.796;1.0;1.0;0.397;0.0;0.156;0.413;0.595;0.864;23.0;3.0;1.0;27.0;2018-19
Ethnicity;L;Hip Replacement;Oxford Hip Score;16.903;6.0;9.5;16.0;20.0;35.5;34.548;12.5;28.0;36.0;45.5;48.0;17.645;0.0;11.5;20.0;24.0;31.5;29.0;0.0;2.0;31.0;2018-19
Ethnicity;L;Knee Replacement;EQ VAS;62.775;30.0;50.0;70.0;80.0;90.0;70.883;42.5;60.0;70.0;85.0;96.5;8.108;-30.0;-5.5;10.0;21.5;42.5;65.0;13.0;33.0;111.0;2018-19
Ethnicity;L;Knee Replacement;EQ-5D Index;0.361;-0.181;0.055;0.516;0.691;0.727;0.678;0.005;0.62;0.691;0.805;1.0;0.317;-0.11;0.036;0.273;0.613;0.868;94.0;14.0;15.0;123.0;2018-19
Ethnicity;L;Knee Replacement;Oxford Knee Score;16.787;6.0;12.0;16.0;22.0;27.25;30.963;13.75;24.0;32.0;39.0;44.25;14.176;-3.0;8.0;13.5;21.0;30.25;126.0;1.0;9.0;136.0;2018-19
Ethnicity;M;Hip Replacement;EQ VAS;54.867;17.0;40.0;50.0;70.0;90.0;71.08;30.0;55.0;80.0;90.0;95.0;16.213;-30.0;0.0;15.0;36.0;60.6;54.0;6.0;15.0;75.0;2018-19
Ethnicity;M;Hip Replacement;EQ-5D Index;0.234;-0.22;-0.016;0.106;0.587;0.691;0.71;0.218;0.587;0.691;1.0;1.0;0.475;-0.104;0.119;0.526;0.771;1.059;74.0;6.0;8.0;88.0;2018-19
Ethnicity;M;Hip Replacement;Oxford Hip Score;15.064;5.65;9.0;14.0;20.0;27.7;35.372;16.65;30.0;37.0;43.75;48.0;20.309;0.0;13.25;23.0;29.0;34.35;88.0;2.0;4.0;94.0;2018-19
Ethnicity;M;Knee Replacement;EQ VAS;61.445;20.0;50.0;60.0;80.0;90.0;69.0;33.5;55.0;70.0;80.0;98.0;7.555;-30.0;-8.0;5.0;20.0;53.25;69.0;17.0;42.0;128.0;2018-19
Ethnicity;M;Knee Replacement;EQ-5D Index;0.328;-0.074;0.055;0.192;0.691;0.727;0.622;-0.03;0.516;0.691;0.769;1.0;0.294;-0.184;0.0;0.211;0.636;0.841;94.0;20.0;22.0;136.0;2018-19
Ethnicity;M;Knee Replacement;Oxford Knee Score;16.519;5.0;10.0;16.5;21.0;29.35;29.506;10.0;21.0;30.0;39.0;45.0;12.987;-6.35;5.25;13.5;21.75;30.0;132.0;2.0;20.0;154.0;2018-19
Ethnicity;N;Hip Replacement;EQ VAS;60.281;22.75;40.0;66.0;76.0;94.5;83.0;53.2;75.0;90.0;95.0;100.0;22.719;-34.15;5.0;22.5;41.25;64.35;25.0;1.0;6.0;32.0;2018-19
Ethnicity;N;Hip Replacement;EQ-5D Index;0.238;-0.074;-0.016;0.123;0.587;0.762;0.75;0.487;0.62;0.778;1.0;1.0;0.511;-0.073;0.201;0.665;0.813;0.948;34.0;1.0;5.0;40.0;2018-19
Ethnicity;N;Hip Replacement;Oxford Hip Score;15.425;4.95;7.0;14.5;20.25;28.25;36.05;17.7;29.0;37.0;46.25;48.0;20.625;-8.05;12.75;22.0;30.25;39.05;36.0;1.0;3.0;40.0;2018-19
Ethnicity;N;Knee Replacement;EQ VAS;63.37;30.0;50.0;65.0;80.0;95.0;70.08;39.95;60.0;70.0;85.0;95.0;6.71;-25.0;-5.0;10.0;20.0;30.1;64.0;7.0;29.0;100.0;2018-19
Ethnicity;N;Knee Replacement;EQ-5D Index;0.268;-0.239;-0.016;0.159;0.62;0.727;0.636;-0.016;0.587;0.691;0.796;1.0;0.368;-0.071;0.071;0.369;0.636;0.841;86.0;10.0;12.0;108.0;2018-19
Ethnicity;N;Knee Replacement;Oxford Knee Score;14.588;5.0;9.5;13.0;19.0;30.1;28.58;11.0;19.0;29.0;37.0;46.0;13.992;-1.1;8.5;13.0;21.0;29.2;109.0;2.0;8.0;119.0;2018-19
Ethnicity;P;Hip Replacement;EQ VAS;58.296;9.5;35.0;60.0;85.0;97.4;76.185;25.4;72.5;84.0;95.0;95.0;17.889;-15.0;-0.5;10.0;40.0;53.5;18.0;2.0;7.0;27.0;2018-19
Ethnicity;P;Hip Replacement;EQ-5D Index;0.305;-0.161;0.01;0.174;0.647;0.727;0.731;0.01;0.62;0.778;1.0;1.0;0.427;-0.165;0.248;0.456;0.68;0.912;22.0;1.0;3.0;26.0;2018-19
Ethnicity;P;Hip Replacement;Oxford Hip Score;17.063;5.55;10.0;13.5;27.0;33.8;35.563;11.75;28.75;41.0;45.0;47.45;18.5;-4.25;12.0;18.5;28.5;36.45;29.0;0.0;3.0;32.0;2018-19
Ethnicity;P;Knee Replacement;EQ VAS;71.727;46.0;60.0;70.0;84.0;100.0;73.061;31.0;60.0;80.0;90.0;100.0;1.333;-33.6;-10.0;0.0;19.0;34.0;16.0;5.0;12.0;33.0;2018-19
Ethnicity;P;Knee Replacement;EQ-5D Index;0.421;-0.207;0.055;0.587;0.691;0.727;0.695;0.516;0.612;0.691;0.796;1.0;0.274;-0.077;0.035;0.105;0.547;0.935;26.0;3.0;3.0;32.0;2018-19
Ethnicity;P;Knee Replacement;Oxford Knee Score;15.694;4.0;10.0;16.5;20.5;27.25;31.194;16.5;24.75;32.5;37.0;46.0;15.5;-0.5;8.0;17.0;21.5;28.75;33.0;1.0;2.0;36.0;2018-19
Ethnicity;R;Hip Replacement;EQ VAS;69.667;48.75;62.5;72.5;78.75;86.0;65.833;50.0;52.5;65.0;77.5;83.75;-3.833;-23.75;-17.5;-6.5;10.5;18.75;2.0;0.0;4.0;6.0;2018-19
Ethnicity;R;Hip Replacement;EQ-5D Index;0.458;-0.013;0.17;0.691;0.691;0.691;0.601;0.127;0.542;0.665;0.747;0.94;0.143;-0.131;0.005;0.044;0.249;0.554;4.0;1.0;1.0;6.0;2018-19
Ethnicity;R;Hip Replacement;Oxford Hip Score;21.333;12.0;16.75;22.5;25.25;29.75;37.667;26.25;36.75;40.0;41.75;44.25;16.333;2.5;11.5;18.5;22.5;26.75;5.0;1.0;0.0;6.0;2018-19
